"Id","AdviceUnitId","Name","Name_Length","Notes","Notes_Length","IsVisibleToClient","CreatedUTCDateTime","LastModifiedUTCDateTime","RiskLevelId","RiskLevelNotes","RiskLevelNotes_Length","RiskLevelLastModifiedUTCDateTime","RiskLevelBusinessProcessInstanceId","RiskLevelUpdatedByStaffId","SustainabilityLevelId","SustainabilityLevelNotes","SustainabilityLevelNotes_Length","SustainabilityLevelLastModifiedUTCDateTime","SustainabilityLevelBusinessProcessInstanceId","SustainabilityLevelUpdatedByStaffId","ObjectiveNotes","ObjectiveNotes_Length","ObjectiveLastModifiedUTCDateTime","ObjectiveBusinessProcessInstanceId","ObjectiveUpdatedByStaffId","MinimumThresholdAmount","MinimumThresholdCurrencyId","MinimumThresholdLastModifiedUTCDateTime","MinimumThresholdBusinessProcessInstanceId","MinimumThresholdUpdatedByStaffId"
"402c12e6-d00c-40b0-8c16-b55bbe3fe768","98994318-cec1-4929-9c49-140060f6afc6","+tnJCcyBGvw8KvXaHZWrFHr9V3U8fDK0HqTIBPvW8+8=","94","NULL","NULL","True","2025-08-04T22:15:39","2025-08-04T22:15:39","6","NULL","NULL","2025-08-04T22:15:39","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","4","NULL","NULL","2025-08-04T22:15:39","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:15:39","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:15:39","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"972c3cbc-1773-4621-8752-3f31aa815753","086cd4a3-6b26-4076-be7d-52377d52bc7c","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","False","2025-08-04T21:31:33","2025-08-04T21:31:33","6","NULL","NULL","2025-08-04T21:31:33","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"8a57bf56-2778-4a58-8e85-9e58bfa83730","f2250ddd-2698-4f8d-9eef-5686e0c5fa85","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","False","2025-08-04T23:19:39","2025-08-04T23:19:42","4","NULL","NULL","2025-08-04T23:19:42","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"e73736ed-713b-4995-b436-894e19d08ebe","7500ca62-3e94-4f37-89d8-92ba9512e03a","3qn10bYLB3SyWxVgjZZgc2Fdy4q+oyW/eHazHCgSMYI=","9","NULL","NULL","False","2025-08-04T02:09:09","2025-08-04T02:09:09","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","HI6FEXbyxnp+uu+onjVD64ppdRaZbpC8xR6xaaSoGU8=","45","2025-08-04T02:09:09","b320dc32-2e96-4a89-8cbe-7194b126dea5","5e3842be-9bec-42b7-9d89-37a375c11b31","NULL","NULL","NULL","NULL","NULL"
"fd13fe28-72b8-4524-be98-7e5427e009cd","16b32084-12f5-4d03-bfa3-d39c9b065bdd","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","False","2025-08-04T21:33:32","2025-08-04T21:33:32","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","hjuuAyP4WhZlibhyBbyAL7hmT9WqPZvRZa5ByMZANno=","13","2025-08-04T21:33:32","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL"
"682e6fcc-a8e9-4c64-ba73-85d7cc3b9ea2","a5724638-2753-4875-82af-d629ce8d0ede","+tnJCcyBGvw8KvXaHZWrFHr9V3U8fDK0HqTIBPvW8+8=","94","NULL","NULL","True","2025-08-04T22:07:07","2025-08-04T22:07:07","1","NULL","NULL","2025-08-04T22:07:07","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","2","NULL","NULL","2025-08-04T22:07:07","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:07:07","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:07:07","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"1e4dbca0-2b13-45eb-9f5a-c7af3b2b998d","d09dccc4-017c-4c52-8359-d7995b088f74","n/3Kzs5UCsknVQFTGsXuj3xtR38EqIp8H54G44EG5Zc=","14","NULL","NULL","False","2025-08-04T20:47:10","2025-08-04T20:47:10","7","4hFM9FkeSIVr2G0JVj12XKnuh4XGH7StOw6RVB+IbwQ=","50","2025-08-04T20:47:10","15db3d37-9b8e-4a02-9895-247981778940","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","5","NULL","NULL","2025-08-04T20:47:10","15db3d37-9b8e-4a02-9895-247981778940","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Irdfupx3LwQbFVIX3t+YgLe0wfDxsk2i+orI2SpLmjg=","33","2025-08-04T20:47:10","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","281.4100","1","2025-08-04T20:47:10","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"285a4182-8fa6-4169-8c9c-118fed32b6a4","aab6d35b-f76c-46e0-bbed-d7ed0447a3a3","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","False","2025-08-04T23:17:50","2025-08-04T23:17:50","6","NULL","NULL","2025-08-04T23:17:50","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"0c8e6665-130e-4ba7-a660-ced5cf218866","ec3c2169-271b-4cb6-9df7-168e0ed4fa49","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","True","2025-08-04T22:12:37","2025-08-04T22:12:37","1","NULL","NULL","2025-08-04T22:12:37","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1","NULL","NULL","2025-08-04T22:12:37","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:12:37","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:12:37","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"b3349fb4-a63e-496d-a588-5c23dd7f29da","5ad6c572-db86-4c39-9614-1735154d1725","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","False","2025-08-04T20:32:47","2025-08-04T20:32:49","7","KqVGbxi39Wa2G2Wvy19EYXpKeNHoJwFucQ+T3oKxq5Y=","44","2025-08-04T20:32:47","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","5","NULL","NULL","2025-08-04T20:32:49","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"47a042a1-a635-4634-9f4e-2363e554eb82","5ac1fe06-d99f-4e42-b52d-25e05f1f7f9d","KZR/QVrX64NiK76WDu+PLqzMq4Ape7ctV3lGkT0IY0M=","40","NULL","NULL","True","2025-07-29T20:51:58","2025-08-04T21:47:41","3","NULL","NULL","2025-07-29T20:51:58","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c","4","NULL","NULL","2025-07-29T20:51:58","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c","phSoeYmkp15Gewi1jOwbBqFIpeJ5uOhMLNFZF31DitM=","11","2025-07-29T20:51:58","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c","2500.0000","1","2025-07-29T20:51:58","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c"
"fa03ef8e-867e-482f-b4ab-19215c3ca7a7","fbb69bda-cdfa-4494-af5a-5153c0252595","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","False","2025-08-04T23:18:44","2025-08-04T23:18:48","5","NULL","NULL","2025-08-04T23:18:48","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"e0f4536d-14e9-4228-8306-7a60a1f2d94b","7c7048a8-7865-476d-8e8c-66b1c3980383","R5TpC+CsOL63LnnZQIqDUnn3EWxgPXFR9zdKDSsA0ak=","51","s7osyElDqMqk0bBCxai/JMOXIgQ4VlicvRPizZgyamA=","70","False","2024-04-04T20:45:41","2025-08-04T16:40:26","2","KbPho/GOgR0QC8X3WVSdrqQdbwsSLvmbaOmqENHOBdQ=","20","2025-08-04T16:40:26","5bad0891-3504-41bd-9261-81c44ec1cc02","ad26329b-39a4-46f3-8cae-32973793cca0","5","8C9ps2aWym4x8GhWDscnAiqLtbpR/E2i84KSQ1EC/GE=","44","2025-08-04T16:40:26","5591f363-43b0-42ab-a4ee-5b5ff7ef570c","ad26329b-39a4-46f3-8cae-32973793cca0","VRPni3S/DNI8hz55ciKIjN4k043NI2fS5K8+0i6oIWc=","40","2024-04-04T20:45:41","285c25fc-5aca-49e4-b986-6db0d7d95015","ad26329b-39a4-46f3-8cae-32973793cca0","10000.0000","1","2025-08-04T16:40:19","607f73cf-d33e-4a48-bd51-2004a01045ed","ad26329b-39a4-46f3-8cae-32973793cca0"
"9a8d60ab-5226-45c4-84d9-44270327b33b","64cbbbdf-c69f-4071-8350-997ad9f4e024","fl+yy8Fad9aCb+704v7RapF1Kfei+S1T1nxGqlM0hPI=","84","NULL","NULL","True","2025-07-29T22:01:12","2025-08-04T22:52:02","6","NULL","NULL","2025-08-04T22:51:23","NULL","f9fb7609-b094-484f-a809-17d2de42944f","1","NULL","NULL","2025-08-04T22:51:23","NULL","f9fb7609-b094-484f-a809-17d2de42944f","SG/KTCbLxttq7P8pp+30ml5cKikXKwWKNxXgsj8HT7w=","24","2025-07-29T22:01:12","NULL","f9fb7609-b094-484f-a809-17d2de42944f","10.0000","1","2025-08-04T00:26:27","NULL","f9fb7609-b094-484f-a809-17d2de42944f"
"35f37f60-07be-4b10-b72d-ab89786982bf","ccc89229-e7a0-4a92-9d22-9a6194a99354","+tnJCcyBGvw8KvXaHZWrFHr9V3U8fDK0HqTIBPvW8+8=","94","NULL","NULL","True","2025-08-04T00:32:54","2025-08-04T00:32:54","1","NULL","NULL","2025-08-04T00:32:54","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1","NULL","NULL","2025-08-04T00:32:54","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T00:32:54","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T00:32:54","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"db9591db-e633-4cf7-81f0-4262dee0c062","ae667591-d138-4702-b4cc-9f87bd9c9453","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","True","2025-08-04T22:56:50","2025-08-04T22:56:50","6","NULL","NULL","2025-08-04T22:56:50","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1","NULL","NULL","2025-08-04T22:56:50","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:56:50","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:56:50","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"ce725bcf-e330-4b46-a16a-d89d4a5946b5","9fc1d031-4d61-4908-a626-dd11af7f0504","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","True","2025-08-04T00:37:01","2025-08-04T00:37:01","3","NULL","NULL","2025-08-04T00:37:01","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c","NULL","NULL","NULL","NULL","NULL","NULL","phSoeYmkp15Gewi1jOwbBqFIpeJ5uOhMLNFZF31DitM=","11","2025-08-04T00:37:01","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c","1.0000","1","2025-08-04T00:37:01","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c"
"cb87a2a3-9d71-4c15-bccd-ed54f305b90b","cfb0326b-aca9-435c-8772-e240ef1a044a","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","True","2025-08-04T00:33:50","2025-08-04T00:33:50","7","NULL","NULL","2025-08-04T00:33:50","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","4","NULL","NULL","2025-08-04T00:33:50","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T00:33:50","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T00:33:50","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"d03e2301-9c4b-4c24-85ba-9f5b7c3d70cf","763a842b-62c8-4106-bf9c-e32dec9c9939","+tnJCcyBGvw8KvXaHZWrFHr9V3U8fDK0HqTIBPvW8+8=","94","NULL","NULL","True","2025-08-04T22:06:02","2025-08-04T22:06:02","6","NULL","NULL","2025-08-04T22:06:02","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","4","NULL","NULL","2025-08-04T22:06:02","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:06:02","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:06:02","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"f6a4432c-d0ae-426d-8873-e4d586619012","52b49bea-b24c-464d-bf9c-03ac46070f44","+tnJCcyBGvw8KvXaHZWrFHr9V3U8fDK0HqTIBPvW8+8=","94","NULL","NULL","True","2025-08-04T22:57:49","2025-08-04T22:57:49","9","NULL","NULL","2025-08-04T22:57:49","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1","NULL","NULL","2025-08-04T22:57:49","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:57:49","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:57:49","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"4597ff83-b5de-4dd5-a95c-26574b3e7034","e7236390-86ec-4a91-8b29-14b8892228c8","OTVG1sVA8fkpq20lxhzkWZptbnp6vaT+2El9LwfAk9Y=","13","QOh0oUFASvi9evwznd3914IN6mEqEjh6VxwkqoStPRE=","23","False","2025-07-29T18:57:50","2025-08-04T18:57:32","6","PvPbSfbLIPHZN9eGOuAg+HrOS2hKpPXe+chOGgZ8WRc=","18","2025-07-29T18:57:50","NULL","e4a1435d-938a-4b57-8624-2d40da185309","5","JCTpbO0GVQzaH/Y1s5wWOMEU58nf4WoIfVA4XJRVRPk=","29","2025-07-29T18:57:50","NULL","e4a1435d-938a-4b57-8624-2d40da185309","NULL","NULL","NULL","NULL","NULL","320.0000","1","2025-08-04T18:57:30","NULL","e4a1435d-938a-4b57-8624-2d40da185309"
"1adf4cbf-bdb1-4dfa-9073-2b6657988e24","78a4aa48-a0e3-450a-a332-2a96921cf3f3","5L4oQcjUq/9z8mZ8gNsCu3u4o6kGiFXZllvUst9Nl+8=","51","UwDiHcrj+KZ0PAbilHADmHI6X5M5jXFwbpt06Zk798s=","70","True","2025-01-20T11:33:50","2025-08-04T21:42:34","9","7R2SQEM7XQTB6kSPQ3tLHgMPw/15Vrm3/wh8valteqo=","20","2025-07-29T20:45:08","5bad0891-3504-41bd-9261-81c44ec1cc02","2b73508a-ef15-4347-bf13-715a6dd8cca1","1","AYqDrLsG89rezOgYLYn07TNoN3cBYXZj+35jtqk4YT4=","20","2025-07-29T20:45:08","5591f363-43b0-42ab-a4ee-5b5ff7ef570c","2b73508a-ef15-4347-bf13-715a6dd8cca1","VRPni3S/DNI8hz55ciKIjN4k043NI2fS5K8+0i6oIWc=","40","2025-07-29T20:45:08","285c25fc-5aca-49e4-b986-6db0d7d95015","2b73508a-ef15-4347-bf13-715a6dd8cca1","10000.0000","1","2025-08-04T21:42:34","607f73cf-d33e-4a48-bd51-2004a01045ed","2b73508a-ef15-4347-bf13-715a6dd8cca1"
"f639c6c6-62ba-4454-8515-96ba0616faf2","82769124-0dbc-4530-8f0d-2b2ef80aa06e","+tnJCcyBGvw8KvXaHZWrFHr9V3U8fDK0HqTIBPvW8+8=","94","NULL","NULL","False","2025-08-04T23:04:23","2025-08-04T23:04:23","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","iPKjFOq7ZNYyo8MpWdL/Dj0LesQvpiaJir1E0/fr/ts=","22","2025-08-04T23:04:23","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL"
"377706c9-db14-4b72-8c6c-d533cfaa9aeb","9cb51f86-529c-49a6-b16d-334d14e04717","7TQR0SYxgnbzsGsBceiiVfTTdeHjmRToltksred09Zw=","31","NULL","NULL","False","2025-07-29T21:21:56","2025-08-04T23:14:50","6","NULL","NULL","2025-08-04T23:14:50","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL","NULL","kdRnuWY3VYU63CF/Tsu+kzpJafaG7nJWi0dBLy8azvc=","76","2025-08-04T23:05:53","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL"
"c9753067-eac6-4119-ac73-022fa8f82cbc","6e0d8769-65a3-4029-8ff7-40a452a1937c","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","True","2025-08-04T22:24:26","2025-08-04T22:24:26","9","NULL","NULL","2025-08-04T22:24:26","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1","NULL","NULL","2025-08-04T22:24:26","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL","1.0000","1","2025-08-04T22:24:26","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"20f496f3-a239-4041-b0c0-e99d80cdbd76","b9371e28-f75c-431d-b1a3-a193d2b163c1","n/3Kzs5UCsknVQFTGsXuj3xtR38EqIp8H54G44EG5Zc=","14","NULL","NULL","False","2025-08-04T20:31:00","2025-08-04T20:31:00","NULL","NULL","NULL","NULL","NULL","NULL","5","NULL","NULL","2025-08-04T20:31:00","b0f8be25-69d8-4446-81be-ae244c2428ba","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"d146ea27-54ed-427c-ace7-455628f1bc4a","af60151b-f45e-4e11-9a7a-a566681eef8e","OdtiQCBL8Br8QW+Y9aL5bVAyr8L9cWqVr2tjfFb9YrA=","23","NULL","NULL","False","2025-07-30T05:41:03","2025-08-04T06:23:41","6","u4gIxxMY+WLMoaHl5WEujlm8MQH+SEWMMdG06Wg8W3o=","22","2025-08-04T06:23:41","8d542619-d918-4ee9-a2ed-d8cb7742c744","8331d383-356e-4fae-abb2-4b16e7950d76","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"232b79f7-a090-40e0-8014-3e5611fbd466","9170974c-b5bb-48a9-9267-e6c91200a733","GN6GIf4+OSW92exHe+Swl0yfvku3iApKCpn6UGynuew=","18","NULL","NULL","True","2025-07-29T20:53:30","2025-08-04T21:49:21","3","NULL","NULL","2025-07-29T20:53:30","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c","4","NULL","NULL","2025-07-29T20:53:30","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c","phSoeYmkp15Gewi1jOwbBqFIpeJ5uOhMLNFZF31DitM=","11","2025-07-29T20:53:30","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c","2500.0000","1","2025-07-29T20:53:30","NULL","ec0181b2-3d68-4dbe-ae4b-4880382e5b3c"
"a8f23275-3a69-4368-a880-4ef7b22669b0","1efb8140-85c0-45f1-940c-e86777734529","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","True","2025-08-04T22:23:40","2025-08-04T22:23:40","3","NULL","NULL","2025-08-04T22:23:40","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","NULL","NULL","NULL","NULL","NULL","NULL","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:23:40","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:23:40","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"0685a455-962e-433d-9f47-1732dacbfd46","2c3a303d-87c1-4ad7-8a52-033c4a30ac46","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","True","2025-08-04T22:03:02","2025-08-04T22:03:14","8","NULL","NULL","2025-08-04T22:03:14","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","5","NULL","NULL","2025-08-04T22:03:14","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:03:14","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:03:14","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"f46377a6-9d2f-479e-98fc-c8a71545231a","e8d60a9f-b123-4c86-99d7-033f5e50b972","+tnJCcyBGvw8KvXaHZWrFHr9V3U8fDK0HqTIBPvW8+8=","94","NULL","NULL","True","2025-08-04T22:05:01","2025-08-04T22:05:01","4","NULL","NULL","2025-08-04T22:05:01","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","3","NULL","NULL","2025-08-04T22:05:01","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:05:01","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:05:01","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"2b67ef4c-9e93-4c2a-8673-a90f16a910b6","7e4fec94-01f5-4d04-ba8d-453deb804d54","OTVG1sVA8fkpq20lxhzkWZptbnp6vaT+2El9LwfAk9Y=","13","e7bfoxvRUG1Nh6zfymruUsKOomgHuWdbliGkJn9tugA=","23","False","2025-07-29T18:57:19","2025-08-04T18:57:27","6","PvPbSfbLIPHZN9eGOuAg+HrOS2hKpPXe+chOGgZ8WRc=","18","2025-07-29T18:57:19","NULL","ad26329b-39a4-46f3-8cae-32973793cca0","5","JCTpbO0GVQzaH/Y1s5wWOMEU58nf4WoIfVA4XJRVRPk=","29","2025-07-29T18:57:19","NULL","ad26329b-39a4-46f3-8cae-32973793cca0","NULL","NULL","NULL","NULL","NULL","320.0000","1","2025-08-04T18:57:01","NULL","ad26329b-39a4-46f3-8cae-32973793cca0"
"32942f7a-795b-4ece-a87a-356b9643ff74","539eee5a-b913-4a02-bac3-53803169cad2","+tnJCcyBGvw8KvXaHZWrFHr9V3U8fDK0HqTIBPvW8+8=","94","NULL","NULL","True","2025-08-04T22:17:46","2025-08-04T22:17:46","3","NULL","NULL","2025-08-04T22:17:46","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","2","NULL","NULL","2025-08-04T22:17:46","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:17:46","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:17:46","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"ede31d6d-6044-4d3d-b4f8-4df801240bbc","fa802bb8-6401-43f1-9a04-6eb318e53bd2","+tnJCcyBGvw8KvXaHZWrFHr9V3U8fDK0HqTIBPvW8+8=","94","NULL","NULL","True","2025-08-04T22:14:39","2025-08-04T22:14:39","6","NULL","NULL","2025-08-04T22:14:39","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1","NULL","NULL","2025-08-04T22:14:39","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:14:39","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:14:39","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"021dbe3a-8fea-40f1-944d-244e335121e8","721cc6af-69d5-400a-a60b-a8080f6abbca","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","True","2025-08-04T22:16:43","2025-08-04T22:16:43","2","NULL","NULL","2025-08-04T22:16:43","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","3","NULL","NULL","2025-08-04T22:16:43","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:16:43","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:16:43","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
"3444bb4a-5606-49a4-95f2-b9474fa45c5a","29729130-b300-4cf5-aad4-acb99a4fac88","1ZuzzrUYaXsO4zKfMWowB014+Qbc0iPBmzh6FzOf4C4=","50","NULL","NULL","True","2025-08-04T22:04:03","2025-08-04T22:04:03","7","NULL","NULL","2025-08-04T22:04:03","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","3","NULL","NULL","2025-08-04T22:04:03","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","Kghm/yjq5YfKcXqqu8JAcWTD+CQgYtIMt1zpSwL+o3k=","37","2025-08-04T22:04:03","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3","1.0000","1","2025-08-04T22:04:03","NULL","d7037c79-621f-40f1-b33d-b1b88ee8cbd3"
